,num_envs,num_agents,num_landmarks,obstacle_density,sps,ops
0,2000,1,4160,0.3,561750.5720727388,561750.5720727388
1,2000,4,4160,0.3,245088.81834960377,980355.2733984151
2,2000,8,4160,0.3,133093.86552672304,1064750.9242137843
3,2000,16,4160,0.3,67805.62716865704,1084890.0346985126
4,2000,32,4160,0.3,35711.872165668115,1142779.9093013797
5,2000,50,4160,0.3,23072.39479997965,1153619.7399989825
6,2000,100,4160,0.3,11754.830628398206,1175483.0628398205
7,2000,200,4160,0.3,5814.647466547226,1162929.4933094452
8,2000,300,4160,0.3,3876.2138359993482,1162864.1507998044
9,2000,400,4160,0.3,2862.694771062463,1145077.9084249854
10,2000,500,4160,0.3,2286.4997673713424,1143249.8836856713
11,2000,600,4160,0.3,1889.2754930333763,1133565.2958200257
12,2000,700,4160,0.3,1603.2124113460932,1122248.6879422653
13,2000,800,4160,0.3,1398.8805402241858,1119104.4321793485
