ADDRESS,COL1,COL3,COL4,COL5
000011005,33190,1,3000000.0,
000011010,33112,1,2000000.0,
000011010,33145,1,2000000.0,
000011013,33145,1,6000000.0,
000011019,34148,,,4500000.0
000011021,34148,,,700000.0
000011026,33112,1,25000000.0,
000011028,33190,1,1600000.0,
000011028,34126,1,1800000.0,
000011037,33134,,,5000000.0
000011037,33145,,,300000.0
000011037,34192,1,6000000.0,
000011040,33214,1,980000.0,
000011040,34148,,,2500000.0
000012003,34148,1,5300000.0,
000012005,34181,1,10000000.0,
000012005,34192,1,3000000.0,
000012012,34160,,,1500000.0
000012015,33190,1,6000000.0,
000012024,33134,1,10000000.0,
000012024,33145,1,20000000.0,
000012024,33156,1,100000.0,
000012025,34239,1,52000.0,
000012029,34148,,,4000000.0
000012031,34181,1,5000000.0,
000012033,34148,,,65000000.0
000012033,34192,1,12000000.0,
000012035,33190,1,1000000.0,
000013007,33236,1,25000.0,
000013012,33214,1,700000.0,
000013014,33236,1,20000.0,
000013017,33134,1,26000000.0,
000013017,33145,1,36000000.0,
000013017,33214,1,1000000.0,
000013020,33214,1,1100000.0,
000013020,33258,1,3300000.0,
000013026,33134,1,12500000.0,
000013026,33145,1,10000000.0,
000013026,33214,1,950000.0,
000013033,34148,1,3000000.0,
000014021,33145,,,5000000.0
000014021,34148,1,2500000.0,
000022039,34239,1,32000.0,
000022040,34170,1,40000.0,
000031045,34148,1,2500000.0,
000032041,33236,1,300000.0,
000033042,33190,1,16000000.0,
000033043,33190,1,1830000.0,
000034037,33225,1,670000.0,
000034037,34148,1,,2600000.0
000034041,33214,1,260000.0,
000034043,34159,1,800000.0,
000041051,33349,1,40000000.0,
000041053,34181,1,2000000.0,
000042055,33236,1,400000.0,
000042055,33269,1,600000.0,
000042058,34148,1,3700000.0,
000043051,33258,1,1400000.0,
000043053,33258,1,1700000.0,
000043053,34148,,,3000000.0
000043054,33258,1,2300000.0,
000043054,33269,1,250000.0,
000043057,33236,1,225000.0,
000043058,33236,1,225000.0,
000043059,33247,1,225000.0,
000044055,33190,1,1200000.0,
000051063,34148,1,2700000.0,
000054056,33418,1,200000.0,
000054058,33134,1,17000000.0,
000054058,33145,1,3000000.0,
000061068,34192,1,50000000.0,22000000.0
000061068,34228,1,15000000.0,
000061071,33214,1,1000000.0,
000061071,33247,1,140000.0,
000061072,34148,,,2300000.0
000062062,34239,1,23000.0,
000062066,33190,1,1300000.0,
000062072,34115,1,60000.0,
000062072,34192,1,3000000.0,
000062072,34228,1,1200000.0,
000062078,34170,1,1500000.0,
000063075,33112,1,33900000.0,
000063075,33214,1,680000.0,
000063075,33236,1,1100000.0,
000063075,33247,1,2000000.0,
000064062,34192,1,7000000.0,
000064069,33258,1,4000000.0,
000064072,34181,1,10000000.0,
000064073,33145,,,20000000.0
000064073,33156,1,200000.0,
000064073,33190,1,2500000.0,
000064073,34148,1,980000.0,
000071081,34192,1,950000.0,
000071082,34192,1,1200000.0,
000071083,34148,,,3200000.0
000071083,34192,1,950000.0,
000071085,34192,1,300000.0,
000071092,33190,1,3200000.0,
000071092,33214,1,300000.0,
000072090,34148,1,2800000.0,
000072093,34148,1,3500000.0,
000072094,33112,1,4000000.0,
000073083,33225,1,600000.0,
000073085,34148,,,3000000.0
000073089,33214,1,840000.0,
000074085,33134,1,53900000.0,
000074085,33145,1,100100000.0,
000074088,33214,1,700000.0,
001012004,33316,1,10000000.0,
001012004,34115,1,40000000.0,
001013004,33112,1,32000000.0,
001022011,33190,1,2000000.0,
001023008,33349,,,25000000.0
001023014,33190,1,1500000.0,
001024002,33190,1,4500000.0,
001024004,33349,1,9800000.0,
001024011,34192,,,4000000.0
001032017,34170,1,10000.0,
001032020,34170,1,30000.0,
001033019,33112,1,6000000.0,
001033019,33145,,,5000000.0
001033020,33214,1,1000000.0,
001041025,34181,1,1500000.0,
001041031,34181,1,12000000.0,
001041032,34228,1,20000000.0,
001041035,33112,1,5000000.0,
001041036,33190,1,5000000.0,
001041038,33112,1,3500000.0,
001043042,33112,1,9000000.0,
001044018,34126,1,60000.0,
001044026,34126,1,1500000.0,
001044030,33112,1,8000000.0,
001044031,33112,1,105000000.0,
001044032,33112,1,10000000.0,
